,date,weekday,weekday_int,d,event
1195,2014-05-08,Thursday,6,d_1196,no event
1196,2014-05-09,Friday,7,d_1197,no event
1197,2014-05-10,Saturday,1,d_1198,no event
1198,2014-05-11,Sunday,2,d_1199,no event
1199,2014-05-12,Monday,3,d_1200,no event
1200,2014-05-13,Tuesday,4,d_1201,no event
1201,2014-05-14,Wednesday,5,d_1202,no event
1202,2014-05-15,Thursday,6,d_1203,no event
1203,2014-05-16,Friday,7,d_1204,no event
1204,2014-05-17,Saturday,1,d_1205,no event
1205,2014-05-18,Sunday,2,d_1206,no event
1206,2014-05-19,Monday,3,d_1207,no event
1207,2014-05-20,Tuesday,4,d_1208,no event
1208,2014-05-21,Wednesday,5,d_1209,no event
1209,2014-05-22,Thursday,6,d_1210,no event
1210,2014-05-23,Friday,7,d_1211,no event
1211,2014-05-24,Saturday,1,d_1212,no event
1212,2014-05-25,Sunday,2,d_1213,no event
1213,2014-05-26,Monday,3,d_1214,no event
1214,2014-05-27,Tuesday,4,d_1215,no event
1215,2014-05-28,Wednesday,5,d_1216,no event
1216,2014-05-29,Thursday,6,d_1217,no event
1217,2014-05-30,Friday,7,d_1218,no event
1218,2014-05-31,Saturday,1,d_1219,no event
1219,2014-06-01,Sunday,2,d_1220,no event
1220,2014-06-02,Monday,3,d_1221,no event
1221,2014-06-03,Tuesday,4,d_1222,no event
1222,2014-06-04,Wednesday,5,d_1223,no event
1223,2014-06-05,Thursday,6,d_1224,no event
1224,2014-06-06,Friday,7,d_1225,no event
1225,2014-06-07,Saturday,1,d_1226,no event
1226,2014-06-08,Sunday,2,d_1227,no event
1227,2014-06-09,Monday,3,d_1228,no event
1228,2014-06-10,Tuesday,4,d_1229,no event
1229,2014-06-11,Wednesday,5,d_1230,no event
1230,2014-06-12,Thursday,6,d_1231,no event
1231,2014-06-13,Friday,7,d_1232,no event
1232,2014-06-14,Saturday,1,d_1233,no event
1233,2014-06-15,Sunday,2,d_1234,no event
1234,2014-06-16,Monday,3,d_1235,no event
1235,2014-06-17,Tuesday,4,d_1236,no event
1236,2014-06-18,Wednesday,5,d_1237,no event
1237,2014-06-19,Thursday,6,d_1238,no event
1238,2014-06-20,Friday,7,d_1239,no event
1239,2014-06-21,Saturday,1,d_1240,no event
1240,2014-06-22,Sunday,2,d_1241,no event
1241,2014-06-23,Monday,3,d_1242,no event
1242,2014-06-24,Tuesday,4,d_1243,no event
1243,2014-06-25,Wednesday,5,d_1244,no event
1244,2014-06-26,Thursday,6,d_1245,no event
1245,2014-06-27,Friday,7,d_1246,no event
1246,2014-06-28,Saturday,1,d_1247,no event
1247,2014-06-29,Sunday,2,d_1248,Ramadan starts
1248,2014-06-30,Monday,3,d_1249,no event
1249,2014-07-01,Tuesday,4,d_1250,no event
1250,2014-07-02,Wednesday,5,d_1251,no event
1251,2014-07-03,Thursday,6,d_1252,no event
1252,2014-07-04,Friday,7,d_1253,no event
1253,2014-07-05,Saturday,1,d_1254,no event
1254,2014-07-06,Sunday,2,d_1255,no event
1255,2014-07-07,Monday,3,d_1256,no event
1256,2014-07-08,Tuesday,4,d_1257,no event
1257,2014-07-09,Wednesday,5,d_1258,no event
1258,2014-07-10,Thursday,6,d_1259,no event
1259,2014-07-11,Friday,7,d_1260,no event
1260,2014-07-12,Saturday,1,d_1261,no event
1261,2014-07-13,Sunday,2,d_1262,no event
1262,2014-07-14,Monday,3,d_1263,no event
1263,2014-07-15,Tuesday,4,d_1264,no event
1264,2014-07-16,Wednesday,5,d_1265,no event
1265,2014-07-17,Thursday,6,d_1266,no event
1266,2014-07-18,Friday,7,d_1267,no event
1267,2014-07-19,Saturday,1,d_1268,no event
1268,2014-07-20,Sunday,2,d_1269,no event
1269,2014-07-21,Monday,3,d_1270,no event
1270,2014-07-22,Tuesday,4,d_1271,no event
1271,2014-07-23,Wednesday,5,d_1272,no event
1272,2014-07-24,Thursday,6,d_1273,no event
1273,2014-07-25,Friday,7,d_1274,no event
1274,2014-07-26,Saturday,1,d_1275,no event
1275,2014-07-27,Sunday,2,d_1276,no event
1276,2014-07-28,Monday,3,d_1277,no event
1277,2014-07-29,Tuesday,4,d_1278,no event
1278,2014-07-30,Wednesday,5,d_1279,no event
1279,2014-07-31,Thursday,6,d_1280,no event
1280,2014-08-01,Friday,7,d_1281,no event
1281,2014-08-02,Saturday,1,d_1282,no event
1282,2014-08-03,Sunday,2,d_1283,no event
1283,2014-08-04,Monday,3,d_1284,no event
1284,2014-08-05,Tuesday,4,d_1285,no event
1285,2014-08-06,Wednesday,5,d_1286,no event
1286,2014-08-07,Thursday,6,d_1287,no event
1287,2014-08-08,Friday,7,d_1288,no event
1288,2014-08-09,Saturday,1,d_1289,no event
1289,2014-08-10,Sunday,2,d_1290,no event
1290,2014-08-11,Monday,3,d_1291,no event
1291,2014-08-12,Tuesday,4,d_1292,no event
1292,2014-08-13,Wednesday,5,d_1293,no event
1293,2014-08-14,Thursday,6,d_1294,no event
1294,2014-08-15,Friday,7,d_1295,no event
1295,2014-08-16,Saturday,1,d_1296,no event
1296,2014-08-17,Sunday,2,d_1297,no event
1297,2014-08-18,Monday,3,d_1298,no event
1298,2014-08-19,Tuesday,4,d_1299,no event
1299,2014-08-20,Wednesday,5,d_1300,no event
1300,2014-08-21,Thursday,6,d_1301,no event
1301,2014-08-22,Friday,7,d_1302,no event
1302,2014-08-23,Saturday,1,d_1303,no event
1303,2014-08-24,Sunday,2,d_1304,no event
1304,2014-08-25,Monday,3,d_1305,no event
1305,2014-08-26,Tuesday,4,d_1306,no event
1306,2014-08-27,Wednesday,5,d_1307,no event
1307,2014-08-28,Thursday,6,d_1308,no event
1308,2014-08-29,Friday,7,d_1309,no event
1309,2014-08-30,Saturday,1,d_1310,no event
1310,2014-08-31,Sunday,2,d_1311,no event
1311,2014-09-01,Monday,3,d_1312,no event
1312,2014-09-02,Tuesday,4,d_1313,no event
1313,2014-09-03,Wednesday,5,d_1314,no event
1314,2014-09-04,Thursday,6,d_1315,no event
1315,2014-09-05,Friday,7,d_1316,no event
1316,2014-09-06,Saturday,1,d_1317,no event
1317,2014-09-07,Sunday,2,d_1318,no event
1318,2014-09-08,Monday,3,d_1319,no event
1319,2014-09-09,Tuesday,4,d_1320,no event
1320,2014-09-10,Wednesday,5,d_1321,no event
1321,2014-09-11,Thursday,6,d_1322,no event
1322,2014-09-12,Friday,7,d_1323,no event
1323,2014-09-13,Saturday,1,d_1324,no event
1324,2014-09-14,Sunday,2,d_1325,no event
1325,2014-09-15,Monday,3,d_1326,no event
1326,2014-09-16,Tuesday,4,d_1327,no event
1327,2014-09-17,Wednesday,5,d_1328,no event
1328,2014-09-18,Thursday,6,d_1329,no event
1329,2014-09-19,Friday,7,d_1330,no event
1330,2014-09-20,Saturday,1,d_1331,no event
1331,2014-09-21,Sunday,2,d_1332,no event
1332,2014-09-22,Monday,3,d_1333,no event
1333,2014-09-23,Tuesday,4,d_1334,no event
1334,2014-09-24,Wednesday,5,d_1335,no event
1335,2014-09-25,Thursday,6,d_1336,no event
1336,2014-09-26,Friday,7,d_1337,no event
1337,2014-09-27,Saturday,1,d_1338,no event
1338,2014-09-28,Sunday,2,d_1339,no event
1339,2014-09-29,Monday,3,d_1340,no event
1340,2014-09-30,Tuesday,4,d_1341,no event
1341,2014-10-01,Wednesday,5,d_1342,no event
1342,2014-10-02,Thursday,6,d_1343,no event
1343,2014-10-03,Friday,7,d_1344,no event
1344,2014-10-04,Saturday,1,d_1345,no event
1345,2014-10-05,Sunday,2,d_1346,no event
1346,2014-10-06,Monday,3,d_1347,no event
1347,2014-10-07,Tuesday,4,d_1348,no event
1348,2014-10-08,Wednesday,5,d_1349,no event
1349,2014-10-09,Thursday,6,d_1350,no event
1350,2014-10-10,Friday,7,d_1351,no event
1351,2014-10-11,Saturday,1,d_1352,no event
1352,2014-10-12,Sunday,2,d_1353,no event
1353,2014-10-13,Monday,3,d_1354,no event
1354,2014-10-14,Tuesday,4,d_1355,no event
1355,2014-10-15,Wednesday,5,d_1356,no event
1356,2014-10-16,Thursday,6,d_1357,no event
1357,2014-10-17,Friday,7,d_1358,no event
1358,2014-10-18,Saturday,1,d_1359,no event
1359,2014-10-19,Sunday,2,d_1360,no event
1360,2014-10-20,Monday,3,d_1361,no event
1361,2014-10-21,Tuesday,4,d_1362,no event
1362,2014-10-22,Wednesday,5,d_1363,no event
1363,2014-10-23,Thursday,6,d_1364,no event
1364,2014-10-24,Friday,7,d_1365,no event
1365,2014-10-25,Saturday,1,d_1366,no event
1366,2014-10-26,Sunday,2,d_1367,no event
1367,2014-10-27,Monday,3,d_1368,no event
1368,2014-10-28,Tuesday,4,d_1369,no event
1369,2014-10-29,Wednesday,5,d_1370,no event
1370,2014-10-30,Thursday,6,d_1371,no event
1371,2014-10-31,Friday,7,d_1372,no event
1372,2014-11-01,Saturday,1,d_1373,no event
1373,2014-11-02,Sunday,2,d_1374,no event
1374,2014-11-03,Monday,3,d_1375,no event
1375,2014-11-04,Tuesday,4,d_1376,no event
1376,2014-11-05,Wednesday,5,d_1377,no event
1377,2014-11-06,Thursday,6,d_1378,no event
1378,2014-11-07,Friday,7,d_1379,no event
1379,2014-11-08,Saturday,1,d_1380,no event
1380,2014-11-09,Sunday,2,d_1381,no event
1381,2014-11-10,Monday,3,d_1382,no event
1382,2014-11-11,Tuesday,4,d_1383,no event
1383,2014-11-12,Wednesday,5,d_1384,no event
1384,2014-11-13,Thursday,6,d_1385,no event
1385,2014-11-14,Friday,7,d_1386,no event
1386,2014-11-15,Saturday,1,d_1387,no event
1387,2014-11-16,Sunday,2,d_1388,no event
1388,2014-11-17,Monday,3,d_1389,no event
1389,2014-11-18,Tuesday,4,d_1390,no event
1390,2014-11-19,Wednesday,5,d_1391,no event
1391,2014-11-20,Thursday,6,d_1392,no event
1392,2014-11-21,Friday,7,d_1393,no event
1393,2014-11-22,Saturday,1,d_1394,no event
1394,2014-11-23,Sunday,2,d_1395,no event
1395,2014-11-24,Monday,3,d_1396,no event
1396,2014-11-25,Tuesday,4,d_1397,no event
1397,2014-11-26,Wednesday,5,d_1398,no event
1398,2014-11-27,Thursday,6,d_1399,Thanksgiving
1399,2014-11-28,Friday,7,d_1400,no event
1400,2014-11-29,Saturday,1,d_1401,no event
1401,2014-11-30,Sunday,2,d_1402,no event
1402,2014-12-01,Monday,3,d_1403,no event
1403,2014-12-02,Tuesday,4,d_1404,no event
1404,2014-12-03,Wednesday,5,d_1405,no event
1405,2014-12-04,Thursday,6,d_1406,no event
1406,2014-12-05,Friday,7,d_1407,no event
1407,2014-12-06,Saturday,1,d_1408,no event
1408,2014-12-07,Sunday,2,d_1409,no event
1409,2014-12-08,Monday,3,d_1410,no event
1410,2014-12-09,Tuesday,4,d_1411,no event
1411,2014-12-10,Wednesday,5,d_1412,no event
1412,2014-12-11,Thursday,6,d_1413,no event
1413,2014-12-12,Friday,7,d_1414,no event
1414,2014-12-13,Saturday,1,d_1415,no event
1415,2014-12-14,Sunday,2,d_1416,no event
1416,2014-12-15,Monday,3,d_1417,no event
1417,2014-12-16,Tuesday,4,d_1418,no event
1418,2014-12-17,Wednesday,5,d_1419,no event
1419,2014-12-18,Thursday,6,d_1420,no event
1420,2014-12-19,Friday,7,d_1421,no event
1421,2014-12-20,Saturday,1,d_1422,no event
1422,2014-12-21,Sunday,2,d_1423,no event
1423,2014-12-22,Monday,3,d_1424,no event
1424,2014-12-23,Tuesday,4,d_1425,no event
1425,2014-12-24,Wednesday,5,d_1426,no event
1426,2014-12-25,Thursday,6,d_1427,no event
1427,2014-12-26,Friday,7,d_1428,no event
1428,2014-12-27,Saturday,1,d_1429,no event
1429,2014-12-28,Sunday,2,d_1430,no event
1430,2014-12-29,Monday,3,d_1431,no event
1431,2014-12-30,Tuesday,4,d_1432,no event
1432,2014-12-31,Wednesday,5,d_1433,no event
1433,2015-01-01,Thursday,6,d_1434,NewYear
1434,2015-01-02,Friday,7,d_1435,no event
1435,2015-01-03,Saturday,1,d_1436,no event
1436,2015-01-04,Sunday,2,d_1437,no event
1437,2015-01-05,Monday,3,d_1438,no event
1438,2015-01-06,Tuesday,4,d_1439,no event
1439,2015-01-07,Wednesday,5,d_1440,no event
1440,2015-01-08,Thursday,6,d_1441,no event
1441,2015-01-09,Friday,7,d_1442,no event
1442,2015-01-10,Saturday,1,d_1443,no event
1443,2015-01-11,Sunday,2,d_1444,no event
1444,2015-01-12,Monday,3,d_1445,no event
1445,2015-01-13,Tuesday,4,d_1446,no event
1446,2015-01-14,Wednesday,5,d_1447,no event
1447,2015-01-15,Thursday,6,d_1448,no event
1448,2015-01-16,Friday,7,d_1449,no event
1449,2015-01-17,Saturday,1,d_1450,no event
1450,2015-01-18,Sunday,2,d_1451,no event
1451,2015-01-19,Monday,3,d_1452,no event
1452,2015-01-20,Tuesday,4,d_1453,no event
1453,2015-01-21,Wednesday,5,d_1454,no event
1454,2015-01-22,Thursday,6,d_1455,no event
1455,2015-01-23,Friday,7,d_1456,no event
1456,2015-01-24,Saturday,1,d_1457,no event
1457,2015-01-25,Sunday,2,d_1458,no event
1458,2015-01-26,Monday,3,d_1459,no event
1459,2015-01-27,Tuesday,4,d_1460,no event
1460,2015-01-28,Wednesday,5,d_1461,no event
1461,2015-01-29,Thursday,6,d_1462,no event
1462,2015-01-30,Friday,7,d_1463,no event
1463,2015-01-31,Saturday,1,d_1464,no event
1464,2015-02-01,Sunday,2,d_1465,SuperBowl
1465,2015-02-02,Monday,3,d_1466,no event
1466,2015-02-03,Tuesday,4,d_1467,no event
1467,2015-02-04,Wednesday,5,d_1468,no event
1468,2015-02-05,Thursday,6,d_1469,no event
1469,2015-02-06,Friday,7,d_1470,no event
1470,2015-02-07,Saturday,1,d_1471,no event
1471,2015-02-08,Sunday,2,d_1472,no event
1472,2015-02-09,Monday,3,d_1473,no event
1473,2015-02-10,Tuesday,4,d_1474,no event
1474,2015-02-11,Wednesday,5,d_1475,no event
1475,2015-02-12,Thursday,6,d_1476,no event
1476,2015-02-13,Friday,7,d_1477,no event
1477,2015-02-14,Saturday,1,d_1478,no event
1478,2015-02-15,Sunday,2,d_1479,no event
1479,2015-02-16,Monday,3,d_1480,no event
1480,2015-02-17,Tuesday,4,d_1481,no event
1481,2015-02-18,Wednesday,5,d_1482,no event
1482,2015-02-19,Thursday,6,d_1483,no event
1483,2015-02-20,Friday,7,d_1484,no event
1484,2015-02-21,Saturday,1,d_1485,no event
1485,2015-02-22,Sunday,2,d_1486,no event
1486,2015-02-23,Monday,3,d_1487,no event
1487,2015-02-24,Tuesday,4,d_1488,no event
1488,2015-02-25,Wednesday,5,d_1489,no event
1489,2015-02-26,Thursday,6,d_1490,no event
1490,2015-02-27,Friday,7,d_1491,no event
1491,2015-02-28,Saturday,1,d_1492,no event
1492,2015-03-01,Sunday,2,d_1493,no event
1493,2015-03-02,Monday,3,d_1494,no event
1494,2015-03-03,Tuesday,4,d_1495,no event
1495,2015-03-04,Wednesday,5,d_1496,no event
1496,2015-03-05,Thursday,6,d_1497,no event
1497,2015-03-06,Friday,7,d_1498,no event
1498,2015-03-07,Saturday,1,d_1499,no event
1499,2015-03-08,Sunday,2,d_1500,no event
1500,2015-03-09,Monday,3,d_1501,no event
1501,2015-03-10,Tuesday,4,d_1502,no event
1502,2015-03-11,Wednesday,5,d_1503,no event
1503,2015-03-12,Thursday,6,d_1504,no event
1504,2015-03-13,Friday,7,d_1505,no event
1505,2015-03-14,Saturday,1,d_1506,no event
1506,2015-03-15,Sunday,2,d_1507,no event
1507,2015-03-16,Monday,3,d_1508,no event
1508,2015-03-17,Tuesday,4,d_1509,no event
1509,2015-03-18,Wednesday,5,d_1510,no event
1510,2015-03-19,Thursday,6,d_1511,no event
1511,2015-03-20,Friday,7,d_1512,no event
1512,2015-03-21,Saturday,1,d_1513,no event
1513,2015-03-22,Sunday,2,d_1514,no event
1514,2015-03-23,Monday,3,d_1515,no event
1515,2015-03-24,Tuesday,4,d_1516,no event
1516,2015-03-25,Wednesday,5,d_1517,no event
1517,2015-03-26,Thursday,6,d_1518,no event
1518,2015-03-27,Friday,7,d_1519,no event
1519,2015-03-28,Saturday,1,d_1520,no event
1520,2015-03-29,Sunday,2,d_1521,no event
1521,2015-03-30,Monday,3,d_1522,no event
1522,2015-03-31,Tuesday,4,d_1523,no event
1523,2015-04-01,Wednesday,5,d_1524,no event
1524,2015-04-02,Thursday,6,d_1525,no event
1525,2015-04-03,Friday,7,d_1526,no event
1526,2015-04-04,Saturday,1,d_1527,no event
1527,2015-04-05,Sunday,2,d_1528,Easter
1528,2015-04-06,Monday,3,d_1529,no event
1529,2015-04-07,Tuesday,4,d_1530,no event
1530,2015-04-08,Wednesday,5,d_1531,no event
1531,2015-04-09,Thursday,6,d_1532,no event
1532,2015-04-10,Friday,7,d_1533,no event
1533,2015-04-11,Saturday,1,d_1534,no event
1534,2015-04-12,Sunday,2,d_1535,no event
1535,2015-04-13,Monday,3,d_1536,no event
1536,2015-04-14,Tuesday,4,d_1537,no event
1537,2015-04-15,Wednesday,5,d_1538,no event
1538,2015-04-16,Thursday,6,d_1539,no event
1539,2015-04-17,Friday,7,d_1540,no event
1540,2015-04-18,Saturday,1,d_1541,no event
1541,2015-04-19,Sunday,2,d_1542,no event
1542,2015-04-20,Monday,3,d_1543,no event
1543,2015-04-21,Tuesday,4,d_1544,no event
1544,2015-04-22,Wednesday,5,d_1545,no event
1545,2015-04-23,Thursday,6,d_1546,no event
1546,2015-04-24,Friday,7,d_1547,no event
1547,2015-04-25,Saturday,1,d_1548,no event
1548,2015-04-26,Sunday,2,d_1549,no event
1549,2015-04-27,Monday,3,d_1550,no event
1550,2015-04-28,Tuesday,4,d_1551,no event
1551,2015-04-29,Wednesday,5,d_1552,no event
1552,2015-04-30,Thursday,6,d_1553,no event
1553,2015-05-01,Friday,7,d_1554,no event
1554,2015-05-02,Saturday,1,d_1555,no event
1555,2015-05-03,Sunday,2,d_1556,no event
1556,2015-05-04,Monday,3,d_1557,no event
1557,2015-05-05,Tuesday,4,d_1558,no event
1558,2015-05-06,Wednesday,5,d_1559,no event
1559,2015-05-07,Thursday,6,d_1560,no event
1560,2015-05-08,Friday,7,d_1561,no event
1561,2015-05-09,Saturday,1,d_1562,no event
1562,2015-05-10,Sunday,2,d_1563,no event
1563,2015-05-11,Monday,3,d_1564,no event
1564,2015-05-12,Tuesday,4,d_1565,no event
1565,2015-05-13,Wednesday,5,d_1566,no event
1566,2015-05-14,Thursday,6,d_1567,no event
1567,2015-05-15,Friday,7,d_1568,no event
1568,2015-05-16,Saturday,1,d_1569,no event
1569,2015-05-17,Sunday,2,d_1570,no event
1570,2015-05-18,Monday,3,d_1571,no event
1571,2015-05-19,Tuesday,4,d_1572,no event
1572,2015-05-20,Wednesday,5,d_1573,no event
1573,2015-05-21,Thursday,6,d_1574,no event
1574,2015-05-22,Friday,7,d_1575,no event
1575,2015-05-23,Saturday,1,d_1576,no event
1576,2015-05-24,Sunday,2,d_1577,no event
1577,2015-05-25,Monday,3,d_1578,no event
1578,2015-05-26,Tuesday,4,d_1579,no event
1579,2015-05-27,Wednesday,5,d_1580,no event
1580,2015-05-28,Thursday,6,d_1581,no event
1581,2015-05-29,Friday,7,d_1582,no event
1582,2015-05-30,Saturday,1,d_1583,no event
1583,2015-05-31,Sunday,2,d_1584,no event
1584,2015-06-01,Monday,3,d_1585,no event
1585,2015-06-02,Tuesday,4,d_1586,no event
1586,2015-06-03,Wednesday,5,d_1587,no event
1587,2015-06-04,Thursday,6,d_1588,no event
1588,2015-06-05,Friday,7,d_1589,no event
1589,2015-06-06,Saturday,1,d_1590,no event
1590,2015-06-07,Sunday,2,d_1591,no event
1591,2015-06-08,Monday,3,d_1592,no event
1592,2015-06-09,Tuesday,4,d_1593,no event
1593,2015-06-10,Wednesday,5,d_1594,no event
1594,2015-06-11,Thursday,6,d_1595,no event
1595,2015-06-12,Friday,7,d_1596,no event
1596,2015-06-13,Saturday,1,d_1597,no event
1597,2015-06-14,Sunday,2,d_1598,no event
1598,2015-06-15,Monday,3,d_1599,no event
1599,2015-06-16,Tuesday,4,d_1600,no event
1600,2015-06-17,Wednesday,5,d_1601,no event
1601,2015-06-18,Thursday,6,d_1602,Ramadan starts
1602,2015-06-19,Friday,7,d_1603,no event
1603,2015-06-20,Saturday,1,d_1604,no event
1604,2015-06-21,Sunday,2,d_1605,no event
1605,2015-06-22,Monday,3,d_1606,no event
1606,2015-06-23,Tuesday,4,d_1607,no event
1607,2015-06-24,Wednesday,5,d_1608,no event
1608,2015-06-25,Thursday,6,d_1609,no event
1609,2015-06-26,Friday,7,d_1610,no event
1610,2015-06-27,Saturday,1,d_1611,no event
1611,2015-06-28,Sunday,2,d_1612,no event
1612,2015-06-29,Monday,3,d_1613,no event
1613,2015-06-30,Tuesday,4,d_1614,no event
1614,2015-07-01,Wednesday,5,d_1615,no event
1615,2015-07-02,Thursday,6,d_1616,no event
1616,2015-07-03,Friday,7,d_1617,no event
1617,2015-07-04,Saturday,1,d_1618,no event
1618,2015-07-05,Sunday,2,d_1619,no event
1619,2015-07-06,Monday,3,d_1620,no event
1620,2015-07-07,Tuesday,4,d_1621,no event
1621,2015-07-08,Wednesday,5,d_1622,no event
1622,2015-07-09,Thursday,6,d_1623,no event
1623,2015-07-10,Friday,7,d_1624,no event
1624,2015-07-11,Saturday,1,d_1625,no event
1625,2015-07-12,Sunday,2,d_1626,no event
1626,2015-07-13,Monday,3,d_1627,no event
1627,2015-07-14,Tuesday,4,d_1628,no event
1628,2015-07-15,Wednesday,5,d_1629,no event
1629,2015-07-16,Thursday,6,d_1630,no event
1630,2015-07-17,Friday,7,d_1631,no event
1631,2015-07-18,Saturday,1,d_1632,no event
1632,2015-07-19,Sunday,2,d_1633,no event
1633,2015-07-20,Monday,3,d_1634,no event
1634,2015-07-21,Tuesday,4,d_1635,no event
1635,2015-07-22,Wednesday,5,d_1636,no event
1636,2015-07-23,Thursday,6,d_1637,no event
1637,2015-07-24,Friday,7,d_1638,no event
1638,2015-07-25,Saturday,1,d_1639,no event
1639,2015-07-26,Sunday,2,d_1640,no event
1640,2015-07-27,Monday,3,d_1641,no event
1641,2015-07-28,Tuesday,4,d_1642,no event
1642,2015-07-29,Wednesday,5,d_1643,no event
1643,2015-07-30,Thursday,6,d_1644,no event
1644,2015-07-31,Friday,7,d_1645,no event
1645,2015-08-01,Saturday,1,d_1646,no event
1646,2015-08-02,Sunday,2,d_1647,no event
1647,2015-08-03,Monday,3,d_1648,no event
1648,2015-08-04,Tuesday,4,d_1649,no event
1649,2015-08-05,Wednesday,5,d_1650,no event
1650,2015-08-06,Thursday,6,d_1651,no event
1651,2015-08-07,Friday,7,d_1652,no event
1652,2015-08-08,Saturday,1,d_1653,no event
1653,2015-08-09,Sunday,2,d_1654,no event
1654,2015-08-10,Monday,3,d_1655,no event
1655,2015-08-11,Tuesday,4,d_1656,no event
1656,2015-08-12,Wednesday,5,d_1657,no event
1657,2015-08-13,Thursday,6,d_1658,no event
1658,2015-08-14,Friday,7,d_1659,no event
1659,2015-08-15,Saturday,1,d_1660,no event
1660,2015-08-16,Sunday,2,d_1661,no event
1661,2015-08-17,Monday,3,d_1662,no event
1662,2015-08-18,Tuesday,4,d_1663,no event
1663,2015-08-19,Wednesday,5,d_1664,no event
1664,2015-08-20,Thursday,6,d_1665,no event
1665,2015-08-21,Friday,7,d_1666,no event
1666,2015-08-22,Saturday,1,d_1667,no event
1667,2015-08-23,Sunday,2,d_1668,no event
1668,2015-08-24,Monday,3,d_1669,no event
1669,2015-08-25,Tuesday,4,d_1670,no event
1670,2015-08-26,Wednesday,5,d_1671,no event
1671,2015-08-27,Thursday,6,d_1672,no event
1672,2015-08-28,Friday,7,d_1673,no event
1673,2015-08-29,Saturday,1,d_1674,no event
1674,2015-08-30,Sunday,2,d_1675,no event
1675,2015-08-31,Monday,3,d_1676,no event
1676,2015-09-01,Tuesday,4,d_1677,no event
1677,2015-09-02,Wednesday,5,d_1678,no event
1678,2015-09-03,Thursday,6,d_1679,no event
1679,2015-09-04,Friday,7,d_1680,no event
1680,2015-09-05,Saturday,1,d_1681,no event
1681,2015-09-06,Sunday,2,d_1682,no event
1682,2015-09-07,Monday,3,d_1683,no event
1683,2015-09-08,Tuesday,4,d_1684,no event
1684,2015-09-09,Wednesday,5,d_1685,no event
1685,2015-09-10,Thursday,6,d_1686,no event
1686,2015-09-11,Friday,7,d_1687,no event
1687,2015-09-12,Saturday,1,d_1688,no event
1688,2015-09-13,Sunday,2,d_1689,no event
1689,2015-09-14,Monday,3,d_1690,no event
1690,2015-09-15,Tuesday,4,d_1691,no event
1691,2015-09-16,Wednesday,5,d_1692,no event
1692,2015-09-17,Thursday,6,d_1693,no event
1693,2015-09-18,Friday,7,d_1694,no event
1694,2015-09-19,Saturday,1,d_1695,no event
1695,2015-09-20,Sunday,2,d_1696,no event
1696,2015-09-21,Monday,3,d_1697,no event
1697,2015-09-22,Tuesday,4,d_1698,no event
1698,2015-09-23,Wednesday,5,d_1699,no event
1699,2015-09-24,Thursday,6,d_1700,no event
1700,2015-09-25,Friday,7,d_1701,no event
1701,2015-09-26,Saturday,1,d_1702,no event
1702,2015-09-27,Sunday,2,d_1703,no event
1703,2015-09-28,Monday,3,d_1704,no event
1704,2015-09-29,Tuesday,4,d_1705,no event
1705,2015-09-30,Wednesday,5,d_1706,no event
1706,2015-10-01,Thursday,6,d_1707,no event
1707,2015-10-02,Friday,7,d_1708,no event
1708,2015-10-03,Saturday,1,d_1709,no event
1709,2015-10-04,Sunday,2,d_1710,no event
1710,2015-10-05,Monday,3,d_1711,no event
1711,2015-10-06,Tuesday,4,d_1712,no event
1712,2015-10-07,Wednesday,5,d_1713,no event
1713,2015-10-08,Thursday,6,d_1714,no event
1714,2015-10-09,Friday,7,d_1715,no event
1715,2015-10-10,Saturday,1,d_1716,no event
1716,2015-10-11,Sunday,2,d_1717,no event
1717,2015-10-12,Monday,3,d_1718,no event
1718,2015-10-13,Tuesday,4,d_1719,no event
1719,2015-10-14,Wednesday,5,d_1720,no event
1720,2015-10-15,Thursday,6,d_1721,no event
1721,2015-10-16,Friday,7,d_1722,no event
1722,2015-10-17,Saturday,1,d_1723,no event
1723,2015-10-18,Sunday,2,d_1724,no event
1724,2015-10-19,Monday,3,d_1725,no event
1725,2015-10-20,Tuesday,4,d_1726,no event
1726,2015-10-21,Wednesday,5,d_1727,no event
1727,2015-10-22,Thursday,6,d_1728,no event
1728,2015-10-23,Friday,7,d_1729,no event
1729,2015-10-24,Saturday,1,d_1730,no event
1730,2015-10-25,Sunday,2,d_1731,no event
1731,2015-10-26,Monday,3,d_1732,no event
1732,2015-10-27,Tuesday,4,d_1733,no event
1733,2015-10-28,Wednesday,5,d_1734,no event
1734,2015-10-29,Thursday,6,d_1735,no event
1735,2015-10-30,Friday,7,d_1736,no event
1736,2015-10-31,Saturday,1,d_1737,no event
1737,2015-11-01,Sunday,2,d_1738,no event
1738,2015-11-02,Monday,3,d_1739,no event
1739,2015-11-03,Tuesday,4,d_1740,no event
1740,2015-11-04,Wednesday,5,d_1741,no event
1741,2015-11-05,Thursday,6,d_1742,no event
1742,2015-11-06,Friday,7,d_1743,no event
1743,2015-11-07,Saturday,1,d_1744,no event
1744,2015-11-08,Sunday,2,d_1745,no event
1745,2015-11-09,Monday,3,d_1746,no event
1746,2015-11-10,Tuesday,4,d_1747,no event
1747,2015-11-11,Wednesday,5,d_1748,no event
1748,2015-11-12,Thursday,6,d_1749,no event
1749,2015-11-13,Friday,7,d_1750,no event
1750,2015-11-14,Saturday,1,d_1751,no event
1751,2015-11-15,Sunday,2,d_1752,no event
1752,2015-11-16,Monday,3,d_1753,no event
